0	16693+483	0	180743	1	97116at2759_114742_1:0020c4|WXVQ01000114_1|+|89|4.946e-19|1|16693|17175|16693[16693]:17175[17175]:483[483]
1	9000-1230	0	25090	-1	834694at2759_556484_1:0015bb|WXVQ01000007_1|-|521|4.459e-149|1|7771|9000|9000[9000]:7771[7771]:1230[1230]
1	9476+649	0	101596	1	1567796at2759_635003_1:0017ad|WXVQ01000007_1|+|301|7.514e-83|2|9476|10124|9476[9476]:9658[9658]:183[183]|9732[9759]:10124[10124]:393[366]
1	100511-750	0	158443	-1	1108845at2759_64459_0:001536|WXVQ01000007_1|-|41|0.0001392|1|99762|100511|100511[100511]:99762[99762]:750[750]
1	133570+1614	0	249903	1	598949at2759_30023_0:00162a|WXVQ01000007_1|+|167|1.636e-42|1|133570|135183|133570[133570]:135183[135183]:1614[1614]
2	48994-706	0	59225	-1	1380409at2759_1519565_1:004879|WXVQ01000156_1|-|281|7.879e-77|2|48289|48994|48994[48994]:48797[48797]:198[198]|48699[48690]:48289[48289]:411[402]
2	1787-411	0	180743	-1	97116at2759_114742_1:0020c4|WXVQ01000156_1|-|75|8.103e-15|1|1377|1787|1787[1787]:1377[1377]:411[411]
3	31107-2520	0	16362	-1	330169at2759_6334_0:001e0e|WXVQ01000177_1|-|139|4.392e-34|1|28588|31107|31107[31107]:28588[28588]:2520[2520]
4	20771-1245	0	229627	-1	708105at2759_1519565_1:000a61|WXVQ01000200_1|-|200|1.905e-52|1|19527|20771|20771[20771]:19527[19527]:1245[1245]
6	21957-729	0	231155	-1	1434266at2759_315563_0:002263|WXVQ01000293_1|-|79|5.064e-16|1|21229|21957|21957[21957]:21229[21229]:729[729]
6	9509-1056	0	245442	-1	779909at2759_888268_0:000746|WXVQ01000293_1|-|289|3.078e-79|1|8454|9509|9509[9509]:8454[8454]:1056[1056]
7	21764+327	0	146829	1	814241at2759_400682_0:00451d|WXVQ01000282_1|+|49|5.438e-07|1|21764|22090|21764[21764]:22090[22090]:327[327]
8	713+702	0	97095	1	1025450at2759_1519565_1:003e77|WXVQ01000335_1|+|56|4.248e-09|1|713|1414|713[713]:1414[1414]:702[702]
10	108990+741	0	50758	1	996662at2759_28005_1:000706|WXVQ01000025_1|+|59|5.31e-10|1|108990|109730|108990[108990]:109730[109730]:741[741]
10	123795-618	0	52217	-1	674169at2759_407821_0:003211|WXVQ01000025_1|-|127|1.799e-30|1|123178|123795|123795[123795]:123178[123178]:618[618]
10	131959+1584	0	78157	1	1404162at2759_1519565_1:0030e1|WXVQ01000025_1|+|198|7.62e-52|1|131959|133542|131959[131959]:133542[133542]:1584[1584]
10	103976+186	0	105026	1	858842at2759_1155016_0:000932|WXVQ01000025_1|+|49|5.438e-07|1|103976|104161|103976[103976]:104161[104161]:186[186]
10	69140+1011	0	125407	1	1049599at2759_1460289_1:00119b|WXVQ01000025_1|+|131|1.124e-31|1|69140|70150|69140[69140]:70150[70150]:1011[1011]
11	869+933	0	39760	1	1025450at2759_1353009_1:000886|WXVQ01000397_1|+|68|1.037e-12|1|869|1801|869[869]:1801[1801]:933[933]
18	89871+2394	0	16384	1	679187at2759_635003_1:001514|WXVQ01000053_1|+|800|4.591e-233|2|89871|92264|89871[89871]:91850[91850]:1980[1980]|91926[91926]:92264[92264]:339[339]
18	3215-969	0	54117	-1	1284731at2759_6183_0:00249c|WXVQ01000053_1|-|109|4.716e-25|1|2247|3215|3215[3215]:2247[2247]:969[969]
18	10388+1932	0	159891	1	679187at2759_8019_0:001423|WXVQ01000053_1|+|227|1.419e-60|1|10388|12319|10388[10388]:12319[12319]:1932[1932]
18	47128-483	0	180743	-1	97116at2759_114742_1:0020c4|WXVQ01000053_1|-|91|1.236e-19|1|46646|47128|47128[47128]:46646[46646]:483[483]
18	5767+792	0	237224	1	1014314at2759_1076935_1:00094a|WXVQ01000053_1|+|54|1.699e-08|1|5767|6558|5767[5767]:6558[6558]:792[792]
18	43007+738	0	261143	1	1025450at2759_461836_1:00024e|WXVQ01000053_1|+|64|1.659e-11|1|43007|43744|43007[43007]:43744[43744]:738[738]
27	54894-441	0	72907	-1	1312453at2759_5949_1:0015a8|WXVQ01000081_1|-|55|8.496e-09|1|54454|54894|54894[54894]:54454[54454]:441[441]
27	65109-585	0	79572	-1	1617752at2759_3068_0:00361e|WXVQ01000081_1|-|53|3.399e-08|1|64525|65109|65109[65109]:64525[64525]:585[585]
27	21163+192	0	222627	1	858842at2759_407821_0:001031|WXVQ01000081_1|+|64|1.659e-11|1|21163|21354|21163[21163]:21354[21354]:192[192]
27	84072+354	0	265195	1	1312453at2759_101020_0:001461|WXVQ01000081_1|+|54|1.699e-08|1|84072|84425|84072[84072]:84425[84425]:354[354]
31	46402-501	0	72907	-1	1312453at2759_5949_1:0015a8|WXVQ01000089_1|-|48|1.088e-06|1|45902|46402|46402[46402]:45902[45902]:501[501]
31	40128-849	0	78151	-1	1348942at2759_1519565_1:000d41|WXVQ01000089_1|-|85|7.913e-18|1|39280|40128|40128[40128]:39280[39280]:849[849]
31	14348-372	0	191831	-1	1287094at2759_157538_1:000411|WXVQ01000089_1|-|55|8.496e-09|1|13977|14348|14348[14348]:13977[13977]:372[372]
31	67014-204	0	242632	-1	858842at2759_51953_0:002857|WXVQ01000089_1|-|42|6.96e-05|1|66811|67014|67014[67014]:66811[66811]:204[204]
31	67775+492	0	294036	1	83779at2759_1077348_1:001834|WXVQ01000089_1|+|187|1.561e-48|1|67775|68266|67775[67775]:68266[68266]:492[492]
32	45812+903	0	78151	1	1348942at2759_1519565_1:000d41|WXVQ01000126_1|+|93|3.091e-20|1|45812|46714|45812[45812]:46714[46714]:903[903]
33	192554+384	0	13903	1	975557at2759_370355_1:0001b9|WXVQ01000015_1|+|48|1.088e-06|1|192554|192937|192554[192554]:192937[192937]:384[384]
33	96093-663	0	52217	-1	674169at2759_407821_0:003211|WXVQ01000015_1|-|150|2.145e-37|1|95431|96093|96093[96093]:95431[95431]:663[663]
33	22309-465	0	200003	-1	1479417at2759_1220162_1:0003df|WXVQ01000015_1|-|72|6.482e-14|1|21845|22309|22309[22309]:21845[21845]:465[465]
33	160949-1311	0	224674	-1	768809at2759_635003_1:003746|WXVQ01000015_1|-|585|2.417e-168|1|159639|160949|160949[160949]:159639[159639]:1311[1311]
33	130548-2790	0	252308	-1	671846at2759_556484_1:0013f2|WXVQ01000015_1|-|397|9.484e-112|1|127759|130548|130548[130548]:127759[127759]:2790[2790]
33	23362+3180	0	271242	1	296129at2759_556484_1:00140c|WXVQ01000015_1|+|1459|0|1|23362|26541|23362[23362]:26541[26541]:3180[3180]
34	10041+1341	0	2411	1	1173229at2759_1519565_1:002500|WXVQ01000185_1|+|407|9.261e-115|1|10041|11381|10041[10041]:11381[11381]:1341[1341]
34	57083-8920	0	78154	-1	674160at2759_1519565_1:002038|WXVQ01000185_1|-|1714|0|3|48164|57083|57083[57083]:53964[53964]:3120[3120]|53851[53851]:49649[49649]:4203[4203]|49576[49573]:48164[48164]:1413[1410]
34	950-690	0	180743	-1	97116at2759_114742_1:0020c4|WXVQ01000185_1|-|90|2.473e-19|1|261|950|950[950]:261[261]:690[690]
35	4806+906	0	78151	1	1348942at2759_1519565_1:000d41|WXVQ01000232_1|+|61|1.328e-10|1|4806|5711|4806[4806]:5711[5711]:906[906]
35	25369+1335	0	183201	1	1504863at2759_254877_1:002363|WXVQ01000232_1|+|106|3.773e-24|1|25369|26703|25369[25369]:26703[26703]:1335[1335]
36	25502+744	0	27206	1	1228942at2759_7741_0:001d74|WXVQ01000238_1|+|55|8.496e-09|1|25502|26245|25502[25502]:26245[26245]:744[744]
36	15409+768	0	226928	1	621827at2759_946362_0:000498|WXVQ01000238_1|+|39|0.0005568|1|15409|16176|15409[15409]:16176[16176]:768[768]
37	11868-603	0	42381	-1	1107630at2759_3750_0:008edc|WXVQ01000268_1|-|152|5.362e-38|1|11266|11868|11868[11868]:11266[11266]:603[603]
37	5539+1623	0	143599	1	625387at2759_1299270_1:0007c6|WXVQ01000268_1|+|145|6.863e-36|1|5539|7161|5539[5539]:7161[7161]:1623[1623]
38	9711+267	0	7730	1	1249159at2759_7227_0:001548|WXVQ01000294_1|+|48|1.088e-06|1|9711|9977|9711[9711]:9977[9977]:267[267]
39	3637+570	0	180743	1	97116at2759_114742_1:0020c4|WXVQ01000360_1|+|78|1.013e-15|1|3637|4206|3637[3637]:4206[4206]:570[570]
39	17526-1392	0	273094	-1	976469at2759_74873_0:001d7b|WXVQ01000360_1|-|91|1.236e-19|1|16135|17526|17526[17526]:16135[16135]:1392[1392]
50	26296+843	0	42253	1	39650at2759_36646_1:000574|WXVQ01000990_1|+|89|4.946e-19|1|26296|27138|26296[26296]:27138[27138]:843[843]
53	1396-252	0	81211	-1	939345at2759_4565_0:0210af|WXVQ01000719_1|-|49|5.438e-07|1|1145|1396|1396[1396]:1145[1145]:252[252]
56	548+264	0	81211	1	939345at2759_4565_0:0210af|WXVQ01000805_1|+|67|2.074e-12|1|548|811|548[548]:811[811]:264[264]
61	17+516	0	290942	1	905026at2759_635003_1:003247|WXVQ01000954_1|+|252|4.23e-68|1|17|532|17[17]:532[532]:516[516]
62	23160+735	0	29137	1	924753at2759_112090_1:0015a2|WXVQ01000093_1|+|53|3.399e-08|1|23160|23894|23160[23160]:23894[23894]:735[735]
62	59369+702	0	42253	1	39650at2759_36646_1:000574|WXVQ01000093_1|+|91|1.236e-19|1|59369|60070|59369[59369]:60070[60070]:702[702]
62	19849-792	0	80708	-1	1065019at2759_412030_1:000b65|WXVQ01000093_1|-|126|3.598e-30|2|19058|19849|19849[19849]:19739[19739]:111[111]|19420[19420]:19058[19058]:363[363]
62	18517-1722	0	243608	-1	341721at2759_635003_1:0037ab|WXVQ01000093_1|-|783|6.017e-228|1|16796|18517|18517[18517]:16796[16796]:1722[1722]
63	20383-606	0	71823	-1	396755at2759_46433_1:009ad5|WXVQ01000117_1|-|115|7.369e-27|1|19778|20383|20383[20383]:19778[19778]:606[606]
