0	352287-237	0	13439	-1	1538526at2759_3218_0:001fe7|CAACVS010000001_1|-|79|5.064e-16|1|352051|352287|352287[352287]:352051[352051]:237[237]
0	482134-837	0	16386	-1	1018517at2759_635003_1:002012|CAACVS010000001_1|-|502|2.338e-143|1|481298|482134|482134[482134]:481298[481298]:837[837]
0	625507+345	0	31677	1	1220881at2759_246409_1:001a73|CAACVS010000001_1|+|115|7.369e-27|1|625507|625851|625507[625507]:625851[625851]:345[345]
0	208863+1215	0	41403	1	179362at2759_2880_1:0002c2|CAACVS010000001_1|+|301|7.514e-83|1|208863|210077|208863[208863]:210077[210077]:1215[1215]
0	266695+825	0	42253	1	39650at2759_36646_1:000574|CAACVS010000001_1|+|141|1.098e-34|1|266695|267519|266695[266695]:267519[267519]:825[825]
0	312245-1185	0	90925	-1	355408at2759_49012_1:000d02|CAACVS010000001_1|-|50|2.719e-07|1|311061|312245|312245[312245]:311061[311061]:1185[1185]
0	205218+624	0	111067	1	179362at2759_635003_1:002a91|CAACVS010000001_1|+|351|6.673e-98|1|205218|205841|205218[205218]:205841[205841]:624[624]
0	260808-1140	0	169364	-1	1423847at2759_8022_0:001d8c|CAACVS010000001_1|-|85|7.913e-18|1|259669|260808|260808[260808]:259669[259669]:1140[1140]
0	385630-904	0	190204	-1	671536at2759_1144522_1:0058b7|CAACVS010000001_1|-|312|3.669e-86|2|384727|385630|385630[385630]:385121[385121]:510[510]|384945[384945]:384727[384727]:219[219]
0	539490+474	0	201380	1	779909at2759_1629725_0:00213c|CAACVS010000001_1|+|53|3.399e-08|1|539490|539963|539490[539490]:539963[539963]:474[474]
0	412913-1380	0	262539	-1	924753at2759_635003_1:001f8c|CAACVS010000001_1|-|598|2.951e-172|1|411534|412913|412913[412913]:411534[411534]:1380[1380]
0	407234-860	0	265195	-1	1312453at2759_101020_0:001461|CAACVS010000001_1|-|98|9.659e-22|2|406375|407234|407234[407234]:407049[407049]:186[186]|406773[406773]:406375[406375]:399[399]
0	414494-798	0	274915	-1	1115196at2759_1049336_0:00164e|CAACVS010000001_1|-|134|1.406e-32|1|413697|414494|414494[414494]:413697[413697]:798[798]
0	162977+1263	0	289856	1	570797at2759_50452_0:0024c0|CAACVS010000001_1|+|104|1.509e-23|1|162977|164239|162977[162977]:164239[164239]:1263[1263]
0	116015+660	0	295895	1	1236198at2759_1519565_1:000752|CAACVS010000001_1|+|298|6.011e-82|1|116015|116674|116015[116015]:116674[116674]:660[660]
1	167675+1407	0	119806	1	1324510at2759_56086_0:0021e5|CAACVS010000033_1|+|224|1.135e-59|1|167675|169081|167675[167675]:169081[169081]:1407[1407]
1	48701+258	0	186813	1	887370at2759_637379_1:005b2d|CAACVS010000033_1|+|78|1.013e-15|1|48701|48958|48701[48701]:48958[48958]:258[258]
2	51330-273	0	7730	-1	1249159at2759_7227_0:001548|CAACVS010000065_1|-|52|6.797e-08|1|51058|51330|51330[51330]:51058[51058]:273[273]
2	31772+348	0	49020	1	911863at2759_1314771_1:0030b4|CAACVS010000065_1|+|54|1.699e-08|1|31772|32119|31772[31772]:32119[32119]:348[348]
2	78810-1353	0	198927	-1	355408at2759_101020_0:001caf|CAACVS010000065_1|-|54|1.699e-08|1|77458|78810|78810[78810]:77458[77458]:1353[1353]
3	5959-267	0	248980	-1	1454155at2759_1858805_1:001ff2|CAACVS010000097_1|-|44|1.74e-05|1|5693|5959|5959[5959]:5693[5693]:267[267]
4	78225+201	0	33620	1	1079827at2759_43151_0:00269f|CAACVS010000129_1|+|57|2.124e-09|1|78225|78425|78225[78225]:78425[78425]:201[201]
